State,District,Population,Males,Females,Growth from1991 to 2001.,Number.of.households,Household.size..per.household.,Sex ratio of females per 1000 males,Sex ratio for age 0-6 years,Percentage.to.total.population..ST.,Religion1.Name,Religion1.Population,Religion2.Name,Religion2.Population,Religion3.Name,Religion3.Population,Population literacy,Male Literacy,Female Literacy,Population Literacy Rate,Male Literacy Rate,Female Literacy Rate,Total People Educated,Data.without.level,Below Primary School,Primary School,Middle School,Population completed 10th Grade,Population Graduates,Age from 0-4 years,Age from 5-14 years,Age from 15-59 years,Age 60 and above,Total Workers,Main.workers,Marginal.workers,Non.workers,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity Power Supply,Primary school,Middle schools,Secondary Senior schools,PermanentHouse,Semi permanent House,Temporary House
Karnataka,District Koppal,1196089,603312,592777,24.57,210888,6,983,953,11.59,Hindus,1042294,Muslims,137174,NA,5395,534547,339944,194603,54.1,68.42,39.61,534547,17930,216383,140403,45683,93327,20820,139225,333037,647438,76389,554506,422208,132298,641583,594,590,585,594,560,391,94,25.9,40.2,33.8
Karnataka,"District Gadag * (08), Karnataka (29)",971835,493533,478302,13.14,181500,5,969,951,5.6,Hindus,825166,Muslims,126232,Others,7743,551362,335442,215920,66.11,79.32,52.52,551362,9308,180661,155973,53681,122380,29358,94480,229712,572697,74946,457817,388763,69054,514018,329,327,327,322,297,256,105,32.9,39,28.1
Karnataka,"District Dharwad (09), Karnataka (29)",1604253,823204,781049,16.65,297494,5,949,942,4.39,Hindus,1221335,Muslims,315177,Christians,27634,992550,574522,418028,71.61,80.82,61.92,992550,13779,265574,270372,93207,262645,86968,151136,355070,979593,118454,684492,587018,97474,919761,361,358,358,359,313,271,93,46.9,35.5,17.6
Karnataka,"District Uttara Kannada (10), Karnataka (29)",1353644,686876,666768,10.9,273422,5,971,946,1.76,Hindus,1132005,Muslims,161574,Christians,44907,904024,505270,398754,76.6,84.53,68.47,904024,10304,307104,246858,101631,185288,52839,121345,279343,844784,108172,581278,455302,125976,772366,1246,1243,1223,1148,964,558,180,48.6,42.9,8.5
Karnataka,"District Haveri * (11), Karnataka (29)",1439116,740469,698647,13.29,NA,NA,NA,NA,NA,Hindus,1163323,Muslims,253927,Others,9829,837509,493856,343653,67.79,77.61,57.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666714,531221,135493,772402,NA,NA,NA,NA,NA,NA,NA,38.9,52.5,8.6
Karnataka,"District Bellary (12), Karnataka (29)",2027140,1029714,997426,22.3,373034,5,969,946,17.99,Hindus,1739522,Muslims,257806,Christians,13226,980483,599137,381346,57.4,69.2,45.28,980483,23988,314498,275866,108406,199472,58253,213583,535644,1146692,131221,920821,801369,119452,1106319,524,523,515,524,381,358,140,42,33.5,24.4
Karnataka,"District Chitradurga (13), Karnataka (29)",1517896,776221,741675,15.05,296718,5,955,946,17.54,Hindus,1388506,Muslims,109412,NA,8411,849690,503013,346677,64.45,74.66,53.78,849690,15737,228923,239747,108463,211183,45637,135181,345374,909656,127685,721835,576035,145800,796061,946,916,913,946,879,620,278,51.8,35.6,12.5
Karnataka,District Davanagere,1790952,917705,873247,14.78,337484,5,952,945,11.71,Hindus,1532714,Muslims,226708,NA,10944,1045620,606552,439068,67.43,76.37,58.04,1045620,20222,277453,289955,136028,259402,62560,166484,406394,1084308,133766,783781,631726,152055,1007171,810,786,784,808,727,526,291,60.1,34.2,5.6
Karnataka,"District Shimoga (15), Karnataka (29)",1642545,830559,811986,12.9,341224,5,978,955,3.41,Hindus,1401087,Muslims,200979,Christians,26474,1068934,593890,475044,74.52,82.01,66.88,1068934,12369,269618,307761,145435,263089,70661,146012,338653,1037965,119915,714671,586832,127839,927874,1443,1415,1411,1399,989,626,199,45.3,47.3,7.4
Karnataka,"District Udupi * (16), Karnataka (29)",1112243,522231,590012,6.88,NA,NA,NA,NA,NA,Hindus,958389,Muslims,83059,Christians,65634,810584,409135,401449,81.25,88.23,75.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488173,417287,70886,624070,NA,NA,NA,NA,NA,NA,NA,53.2,39.9,6.8
Karnataka,"District Chikmagalur (17), Karnataka (29)",1140905,574911,565994,11.98,246110,5,984,958,3.6,Hindus,1004674,Muslims,94429,Christians,27501,723610,404743,318867,72.2,80.29,64.01,723610,12820,174942,217446,104208,175305,38887,97475,226638,724868,91924,516677,428830,87847,624228,1034,1029,1019,1034,518,465,188,44.8,49.1,6
Karnataka,"District Tumkur (18), Karnataka (29)",2584711,1313801,1270910,11.87,550473,5,967,949,7.5,Hindus,2349801,Muslims,211732,Christians,7736,1525485,887341,638144,67.01,76.78,56.94,1525485,26140,353737,442987,246919,376384,79317,213120,543436,1590903,237252,1316939,1050291,266648,1267772,2574,2477,2475,2573,2123,1321,483,61.2,24.9,13.8
Karnataka,"District Kolar (19), Karnataka (29)",2536069,1286193,1249876,13.83,504185,5,972,959,8.11,Hindus,2196660,Muslims,298767,Christians,32547,1382267,815459,566808,62.84,73.17,52.23,1382267,25706,329607,404772,223831,332698,65652,230185,573769,1515044,217071,1235028,1014667,220361,1301041,2919,2797,2781,2785,2342,1073,251,69.2,20,10.8
Karnataka,"District Bangalore (20), Karnataka (29)",6537124,3426599,3110525,34.8,1460697,4,908,942,1.32,Hindus,5188807,Muslims,874600,Christians,378978,4782565,2663055,2119510,82.96,87.92,77.48,4782565,59922,665866,993052,591695,1735275,736744,533851,1216105,4367420,419748,2566914,2378180,188734,3970210,668,651,650,644,561,277,94,89.7,8.5,1.7
Karnataka,"District Bangalore Rural (21), Karnataka (29)",1881514,962183,919331,12.21,NA,NA,NA,NA,NA,Hindus,1693838,Muslims,170570,Christians,8737,1071327,625966,445361,64.7,73.99,54.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892531,726652,165879,988983,NA,NA,NA,NA,NA,NA,NA,56.6,29.4,14
Karnataka,"District Mandya (22), Karnataka (29)",1763705,888034,875671,7.14,373672,5,986,934,0.97,Hindus,1667640,Muslims,69890,Buddhists,11093,951460,551271,400189,61.05,70.5,51.53,951460,18018,199499,286608,170984,230259,46091,142951,360414,1096888,163452,840419,682440,157979,923286,1369,1330,1322,1323,1185,787,242,56.8,34.4,8.8
Karnataka,"District Hassan (23), Karnataka (29)",1721669,859086,862583,9.66,364806,5,1004,958,1.54,Hindus,1587287,Muslims,104730,Christians,15598,1044584,593329,451255,68.63,78.37,59,1044584,13691,238258,313894,187201,239412,52127,140986,348986,1081127,150570,864711,702827,161884,856958,2394,2330,2325,2341,1990,1016,313,32.8,64.5,2.6
Karnataka,"District Dakshina Kannada (24), Karnataka (29)",1897730,938434,959296,14.51,362216,5,1022,951,3.32,Hindus,1301603,Muslims,418904,Christians,164982,1391738,736962,654776,83.35,89.7,77.21,1391738,6826,338980,483612,157540,310789,93990,162895,368371,1207195,159269,946390,841509,104881,951340,354,354,354,354,352,342,192,48.2,47.2,4.6
Karnataka,"District Kodagu (25), Karnataka (29)",548561,274831,273730,11.64,130110,4,996,976,8.41,Hindus,450694,Muslims,78466,Christians,17951,373541,200588,172953,77.99,83.7,72.26,373541,4273,83154,109557,61766,90068,24723,50319,106143,349834,42265,266378,247574,18804,282183,291,279,279,286,267,199,102,49.1,46.9,4
Karnataka,"District Mysore (26), Karnataka (29)",2641027,1344670,1296357,15.04,545741,5,964,961,10.27,Hindus,2309267,Muslims,234302,Buddhists,37924,1471155,836195,634960,63.48,70.88,55.81,1471155,23181,306190,419378,217783,373399,131222,225010,551281,1649306,215430,1110264,926129,184135,1530763,1216,1184,1173,1215,1101,714,227,53.7,41.2,5.1
Karnataka,"District Chamarajanagar * (27), Karnataka (29)",965462,489940,475522,9.16,203430,5,971,964,10.99,Hindus,863591,Muslims,39764,Buddhists,34114,432700,254672,178028,50.87,59.03,42.48,432700,12796,112389,133704,65811,88966,19034,79640,197064,601539,87219,448369,336961,111408,517093,424,421,421,418,368,267,89,46.8,41.8,11.4
Kerala,"District Kasaragod (01), Kerala (32)",1204078,588083,615995,12.3,225252,5,1047,959,2.52,NA,705234,NA,413063,NA,84891,883860,458085,425775,84.57,90.36,79.12,883860,15737,205087,256203,186515,189868,30391,115459,240307,748476,99836,417845,327762,90083,786233,112,112,112,112,111,92,95,67.9,24.1,8
Kerala,"District Kannur (02), Kerala (32)",2408956,1152817,1256139,7.13,457368,5,1090,961,0.83,NA,1480748,NA,665648,NA,261019,1971403,971065,1000338,92.59,96.13,89.4,1971403,20943,350835,544405,441878,521715,91604,204098,423672,1532764,248422,767197,626876,140321,1641759,78,78,78,78,78,77,80,63.5,33.9,2.6
Kerala,"District Wayanad (03), Kerala (32)",780619,391273,389346,17.04,166763,5,995,959,17.43,NA,392141,NA,209758,NA,175495,576735,303579,273156,85.25,89.77,80.72,576735,9477,135598,154742,134323,122652,19920,77165,142415,502281,58758,308613,219789,88824,472006,48,48,48,48,47,46,54,60.4,24.8,14.7
Kerala,"District Kozhikode (04), Kerala (32)",2879131,1399358,1479773,9.87,567658,5,1057,958,0.21,NA,1669161,NA,1078750,NA,127468,2335442,1174611,1160831,92.24,96.11,88.62,2335442,24198,447198,601267,598508,556008,108192,255332,508356,1835004,280439,802900,630836,172064,2076231,87,87,87,87,87,85,97,71.8,16.9,11.2
Kerala,"District Malappuram (05), Kerala (32)",3625471,1754576,1870895,17.22,612413,6,1066,959,0.34,NA,2484576,NA,1057418,NA,80650,2754509,1373688,1380821,89.61,93.25,86.26,2754509,38077,678943,775445,747341,451421,63246,402623,832939,2123481,266428,874476,691848,182628,2750995,122,122,122,122,122,121,152,68.1,25.4,6.4
Kerala,"District Palakkad (06), Kerala (32)",2617482,1266985,1350497,9.86,530216,5,1066,963,1.52,NA,1802766,NA,703596,NA,109249,1938818,988859,949959,84.35,89.52,79.56,1938818,29628,402235,519629,510415,403353,73476,231752,481755,1635585,268390,945052,768620,176432,1672430,144,144,144,144,141,127,144,51.1,40.1,8.8
Kerala,"District Thrissur (07), Kerala (32)",2974232,1422052,1552180,8.7,639871,5,1092,958,0.16,NA,1761842,NA,720152,NA,488697,2437592,1191026,1246566,92.27,95.11,89.71,2437592,19327,497934,546008,503278,719444,151519,240565,489240,1894992,349435,955300,808965,146335,2018932,204,204,204,204,196,162,156,68.1,23.4,8.5
Kerala,"District Ernakulam (08), Kerala (32)",3105798,1538397,1567401,9.09,693161,4,1019,954,0.32,Hindus,1444994,Christians,1204471,Muslims,451764,2578813,1307846,1270967,93.2,95.81,90.66,2578813,24520,476336,528694,503631,820372,225105,247137,470604,2033169,354888,1117091,915756,201335,1988707,90,90,90,90,89,85,114,92.3,4.9,2.8
Kerala,"District Idukki (09), Kerala (32)",1129221,566682,562539,6.96,265344,4,993,968,4.51,NA,566744,NA,480108,NA,81222,882458,460310,422148,88.69,92.33,85.02,882458,10231,176890,217996,203095,234505,39708,98199,182284,745214,103524,487352,400699,86653,641869,64,64,64,64,60,59,74,60,27,12.9
Kerala,"District Kottayam (10), Kerala (32)",1953646,964926,988720,6.76,434520,4,1025,962,0.94,NA,963497,NA,871371,NA,116686,1668266,833748,834518,95.82,97.34,94.35,1668266,10972,287281,345448,355148,540662,128708,154992,299291,1246424,252939,642157,539609,102548,1311489,89,89,89,89,89,87,123,78.2,15.9,5.7
Kerala,"District Alappuzha (11), Kerala (32)",2109160,1014529,1094631,5.21,483960,4,1079,955,0.15,NA,1457188,NA,441643,NA,208042,1758978,865286,893692,93.43,96.27,90.82,1758978,19544,321620,378825,425623,513397,99917,165994,319849,1349673,273644,723354,547049,176305,1385806,77,77,77,77,75,73,99,78.6,8.9,12.3
Kerala,"District Pathanamthitta (12), Kerala (32)",1234016,589398,644618,3.72,297134,4,1094,967,0.53,NA,694560,NA,481602,NA,56457,1049876,505976,543900,94.84,96.41,93.43,1049876,10519,176696,209013,251917,336720,64974,91643,193174,768124,181075,366049,285844,80205,867967,65,65,65,65,64,61,91,75,18.7,6.1
Kerala,"District Kollam (13), Kerala (32)",2585208,1249621,1335587,7.33,593314,4,1069,960,0.2,NA,1685044,NA,474071,NA,423745,2090444,1039111,1051333,91.18,94.43,88.18,2090444,19622,365157,449780,539180,593072,123596,214106,413756,1673910,283436,828566,654823,173743,1756642,93,93,93,93,93,90,128,68.9,16.4,14.7
Kerala,"District Thiruvananthapuram (14), Kerala (32)",3234356,1569917,1664439,9.78,759382,4,1060,962,0.65,NA,2202112,NA,595563,NA,431512,2558494,1280412,1278082,89.28,92.64,86.14,2558494,32359,409276,527786,634060,732255,222693,266099,533739,2093603,340915,1047935,818497,229438,2186421,91,91,91,91,91,87,114,47.6,28.4,24
Lakshdweep,"District Lakshadweep (01), Lakshadweep (31)",60650,31131,29519,17.19,9993,6,948,958,94.51,Muslims,57903,Hindus,2221,Christians,509,44683,24511,20172,86.66,92.53,80.47,44683,2488,12358,12994,9162,6718,959,6468,14266,36134,3782,15354,11710,3644,45296,8,8,8,8,7,6,8,95.3,2.9,1.8
Maharashtra,"District Nandurbar * (01), Maharashtra (27)",1311709,663511,648198,23.21,245421,5,977,961,65.53,Hindus,1198481,Muslims,71215,Christians,17953,603221,361333,241888,55.78,66.16,45.18,603221,27965,198188,147995,68675,131899,28499,160258,344858,710346,96247,610033,458321,151712,701676,935,932,895,778,920,217,160,18,64.4,17.6
Maharashtra,"District Dhule (02), Maharashtra (27)",1707947,878372,829575,16.01,324557,5,944,906,25.97,Hindus,1522895,Muslims,149466,Buddhists,14613,1040837,606036,434801,71.65,81.4,61.39,1040837,33191,287710,272659,130236,256675,60362,178467,408578,960357,160545,737941,573496,164445,970006,678,675,675,673,669,328,289,25,31.4,43.5
Maharashtra,"District Jalgaon (03), Maharashtra (27)",3682690,1905493,1777197,15.44,732767,5,933,880,11.84,Hindus,3049368,Muslims,455288,Buddhists,126136,2381376,1396860,984516,75.43,85.91,64.3,2381376,45138,672889,650949,329660,563675,119062,362067,855524,2103419,361680,1563983,1300086,263897,2118707,1491,1491,1491,1486,1470,663,442,34.8,34.2,30.9
Maharashtra,"District Buldana (04), Maharashtra (27)",2232480,1147403,1085077,18.03,445634,5,946,908,5.16,Hindus,1622192,Buddhists,306503,Muslims,285387,1433889,842410,591479,75.78,86.93,64.07,1433889,26020,490339,381863,203864,275600,56203,235068,541154,1233279,222979,1016015,908797,107218,1216465,1297,1289,1286,1263,1194,618,230,36.2,57.5,6.3
Maharashtra,"District Akola (05), Maharashtra (27)",1630239,841253,788986,20.51,319947,5,938,933,6.14,Hindus,1024080,Muslims,296272,Buddhists,293184,1135245,639483,495762,81.41,88.91,73.43,1135245,18448,326724,280039,177990,268309,63735,165797,374393,935557,154492,648243,582264,65979,981996,862,851,850,840,786,374,242,41.8,55.2,2.9
Maharashtra,"District Washim * (06), Maharashtra (27)",1020216,526094,494122,18.25,200958,5,939,917,6.96,Hindus,746841,Buddhists,150580,Muslims,111863,630763,377978,252785,73.37,85.44,60.57,630763,10253,214413,169377,82710,129753,24256,111972,249919,556640,101685,455332,395651,59681,564884,702,697,695,687,666,304,183,33.8,63,3.1
Maharashtra,"District Amravati (07), Maharashtra (27)",2607160,1345614,1261546,18.45,526230,5,938,941,13.68,Hindus,1883148,Buddhists,350403,Muslims,347250,1856549,1032546,824003,82.54,88.91,75.73,1856549,34341,537635,433284,305648,431104,114536,252428,575750,1513117,265865,1095622,908363,187259,1511538,1679,1646,1646,1629,1444,675,379,32.2,65.2,2.6
Maharashtra,"District Wardha (08), Maharashtra (27)",1236736,638990,597746,15.3,270502,5,935,928,12.49,Hindus,1006235,Buddhists,169579,Muslims,47605,865556,486736,378820,80.06,87.18,72.45,865556,13691,235556,184139,152341,227660,52169,109409,249944,740886,136497,550351,431330,119021,686385,1004,998,998,998,842,362,201,38.1,59.3,2.6
Maharashtra,"District Nagpur (09), Maharashtra (27)",4067637,2105314,1962323,23.25,838599,5,932,941,10.93,Hindus,3090588,Buddhists,589218,Muslims,296709,2976205,1654342,1321863,84.03,90.18,77.42,2976205,40132,714181,593659,555120,780536,292546,370859,849592,2504671,342515,1538349,1283079,255270,2529288,1628,1621,1621,1616,1419,594,273,53.7,42.9,3.4
Maharashtra,"District Bhandara (10), Maharashtra (27)",1136146,573445,562701,11.2,244531,5,981,956,8.6,Hindus,953507,Buddhists,144541,Muslims,23324,770662,440122,330540,78.47,88.97,67.82,770662,7957,236573,158182,156083,172183,39684,108444,239337,688186,100179,536885,365464,171421,599261,778,772,772,774,716,313,219,34,63.9,2.1
Maharashtra,"District Gondiya * (11), Maharashtra (27)",1200707,598834,601873,10.49,249720,5,1005,958,16.36,Hindus,1041802,Buddhists,119618,Muslims,21980,808414,458266,350148,78.52,89.61,67.58,808414,11074,275016,185713,143438,162514,30658,119040,264544,718483,98640,579596,391890,187706,621111,893,891,891,884,832,418,213,16.8,81.1,2
Maharashtra,"District Gadchiroli (12), Maharashtra (27)",970294,491101,479193,23.25,210362,5,976,965,38.31,Hindus,818640,Buddhists,78058,Others,44825,490121,296314,193807,60.1,71.86,48.07,490121,9945,172054,120709,80995,89838,16579,106047,231794,558297,74156,497104,336959,160145,473190,1521,1509,1503,1320,1279,392,175,28.5,66.3,5.1
Maharashtra,"District Chandrapur (13), Maharashtra (27)",2071101,1062993,1008108,17.26,462632,4,948,939,18.12,Hindus,1680113,Buddhists,274067,Muslims,76050,1311008,762137,548871,73.17,82.94,62.89,1311008,16585,374883,306002,241905,301614,70018,193930,452311,1249673,175187,930791,683029,247762,1140310,1472,1462,1460,1444,1359,608,260,43.6,52.5,3.9
Maharashtra,"District Yavatmal (14), Maharashtra (27)",2458271,1265681,1192590,18.46,518214,5,942,932,19.26,Hindus,1999368,Buddhists,221793,Muslims,196909,1537777,903639,634138,73.62,84.09,62.52,1537777,32617,516171,383231,232990,303089,69675,256042,576557,1397113,228559,1118937,949453,169484,1339334,1856,1820,1818,1795,1729,783,319,32.4,64.5,3.1
Maharashtra,"District Nanded (15), Maharashtra (27)",2876259,1481358,1394901,23.08,527875,5,942,928,8.82,Hindus,2162185,Muslims,385081,Buddhists,302161,1625685,992485,633200,67.77,80.44,54.35,1625685,71612,524856,416146,191069,330094,91908,322834,775152,1503051,275222,1202037,965087,236950,1674222,1546,1538,1537,1531,1536,768,504,49.4,44,6.5
Maharashtra,"District Hingoli * (16), Maharashtra (27)",987160,505373,481787,19.76,180695,5,953,926,8.8,Hindus,728893,Buddhists,147927,Muslims,103199,543309,337912,205397,66.25,80.71,51.17,543309,16402,205778,154660,67561,79787,19120,114337,260863,507637,104323,459978,412838,47140,527182,672,659,658,657,650,301,103,39.5,54.9,5.6
Maharashtra,"District Parbhani (17), Maharashtra (27)",1527715,780191,747524,15.31,278702,5,958,922,2.3,Hindus,1121246,Muslims,243935,Buddhists,153231,842536,516714,325822,66.07,79.63,52.02,842536,24517,294176,230416,107401,145218,40808,171802,408566,786399,160948,644752,559917,84835,882963,830,830,830,824,821,387,145,47.5,48,4.3
Maharashtra,"District Jalna (18), Maharashtra (27)",1612980,826903,786077,18.17,303886,5,951,903,1.99,Hindus,1255041,Muslims,211531,Buddhists,121033,870399,545730,324669,64.4,79.14,49.04,870399,24794,324877,249322,106869,135386,29151,178918,427445,832728,173889,716900,611998,104902,896080,963,963,963,959,952,497,158,37.2,50.4,12.4
Maharashtra,"District Aurangabad (19), Maharashtra (27)",2897013,1505363,1391650,31.93,549898,5,924,890,3.47,Hindus,2030181,Muslims,569516,Buddhists,247222,1771659,1067801,703858,72.94,84.89,60.09,1771659,36544,490608,455114,233997,424582,130802,326108,738430,1569313,263162,1176857,1025531,151326,1720156,1300,1294,1294,1286,1236,667,249,51.3,33.3,15.3
Maharashtra,"District Nashik (20), Maharashtra (27)",4993796,2590912,2402884,29.51,915137,5,927,920,23.92,Hindus,4306179,Muslims,525983,Buddhists,84044,3126188,1823366,1302822,74.36,83.65,64.35,3126188,53499,817907,814181,453224,776968,210382,555171,1181865,2869178,387582,2185573,1911340,274233,2808223,1923,1923,1923,1911,1905,863,664,48.8,35.7,15.3
Maharashtra,"District Thane (21), Maharashtra (27)",8131849,4377747,3754102,54.86,1755124,5,858,931,14.75,Hindus,6506337,Muslims,880827,Buddhists,309630,5635799,3295251,2340548,80.66,87.06,73.1,5635799,92544,1115473,1322471,818886,1691149,595234,807044,1697801,5201022,425982,3179981,2782004,397977,4951868,1727,1726,1725,1723,1709,536,273,79.6,16.6,3.8
Maharashtra,"District Mumbai (Suburban) * (22), Maharashtra (27)",8640419,4741720,3898699,27.2,1838426,5,822,922,0.82,Hindus,5953475,Muslims,1488987,Buddhists,464354,6617264,3853376,2763888,86.89,91.56,81.12,6617264,106731,1032701,1556583,1010677,2041567,868911,713025,1640875,5758483,528036,3152509,2971039,181470,5487910,NA,NA,NA,NA,NA,NA,NA,93.1,4.7,2.1
Maharashtra,"District Mumbai (23), Maharashtra (27)",3338031,1878246,1459785,4.79,677163,5,777,921,0.62,Hindus,2119750,Muslims,734484,Buddhists,161417,2590613,1535176,1055437,86.4,90.23,81.38,2590613,58562,399471,600035,415610,811413,305520,236067,549811,2290723,261430,1311739,1250710,61029,2026292,NA,NA,NA,NA,NA,NA,NA,92,5.7,2.1
Maharashtra,"District Raigarh (24), Maharashtra (27)",2207929,1117628,1090301,20.89,478933,5,976,938,12.19,Hindus,1916707,Muslims,170003,Buddhists,93251,1458324,822913,635411,77.03,86.15,67.75,1458324,25719,390552,398377,249510,307692,86468,225276,481701,1321120,179832,913995,664689,249306,1293934,1859,1858,1856,1848,1723,713,275,70.1,26.1,3.7
